,OverallAccuracy,Frequency_Weighted_Intersection_over_Union,MeanIntersectionOverUnion,MatthewsCorrelationCoefficient
352,0.8085517883300781,0.6867438738060225,0.6624473724029188,0.5974745
353,0.6970710754394531,0.5551898464020464,0.5086400697942364,0.35141736
354,0.782196044921875,0.6300109244019526,0.5934008325585931,0.52668023
355,0.7714691162109375,0.6271665022856794,0.6243896168417149,0.5393341
356,0.96173095703125,0.9265354485431028,0.9256891983938622,0.9251389
357,0.7231063842773438,0.6002407491045091,0.5404972503903781,0.49742275
358,0.9005775451660156,0.8463179182610105,0.7160560542397463,0.6948418
359,0.80194091796875,0.6711788983013545,0.6664433615057257,0.6013886
360,0.5119171142578125,0.401076229687725,0.30189542579945794,-0.07990916
361,0.8260879516601562,0.7413064166239733,0.5071067796838102,0.22810815
362,0.5545654296875,0.41457425026239647,0.28830623444359194,-0.23563422
363,0.505035400390625,0.34132218318342805,0.3377404590228499,0.28668106
364,0.4119987487792969,0.2734690672358232,0.25865394406017284,0.19796002
365,0.8711624145507812,0.7668927419954895,0.7621960413230926,0.7600049
366,0.8840827941894531,0.8588356193985223,0.4718726655321599,0.087398596
367,0.7473297119140625,0.6017596919676009,0.5784400447629567,0.45811942
368,0.6693382263183594,0.5103005449293064,0.4894434481360436,0.30761293
369,0.6089019775390625,0.45441582031187183,0.43465980452833647,0.40940806
370,0.5775947570800781,0.4115793254175045,0.4057270627167975,0.34511638
371,0.9382781982421875,0.8819489014853621,0.6497334450862958,0.56819516
372,0.8727493286132812,0.7986207172255224,0.5729604336074242,0.36561283
373,0.9816513061523438,0.9715615487319531,0.6391458668572084,0.45328856
374,0.5816307067871094,0.5104543461419898,0.3557079445684579,0.29449648
375,0.11661148071289062,0.06484021877940828,0.06190395973528588,-0.0061623096
376,0.2570915222167969,0.25490135014960014,0.12855726346767923,-0.15227349
377,0.8797950744628906,0.8111349196115043,0.4398975372314453,-0.06104223
378,0.96142578125,0.9301709346473217,0.480712890625,-0.014319471
379,0.8019218444824219,0.6571031215046731,0.49985250018085686,0.32551053
380,0.8136062622070312,0.7523627187659299,0.5445032979053412,0.43534613
381,0.9226150512695312,0.879111914301194,0.5352789432944745,0.21897799
382,0.9140853881835938,0.8724459092743366,0.5458055066038148,0.26076272
383,0.09592437744140625,0.03498575544734497,0.05006006616101959,0.02061912
384,0.7467803955078125,0.6558597478196031,0.5302065919752471,0.49141395
385,0.2879905700683594,0.2070773684555039,0.16223538730319978,-0.28364187
386,0.8757514953613281,0.7968808374656755,0.484146832469514,0.11957563
387,0.7254104614257812,0.5840618742217318,0.5624704665817978,0.53104883
388,0.6160545349121094,0.4411253040947245,0.3934337374227239,0.107236624
389,0.37920379638671875,0.3110487373310954,0.2126488579009615,-0.11002474
390,0.519989013671875,0.3746649570663279,0.3363876614381782,0.018326465
391,0.75445556640625,0.6065849530168584,0.48560775949563467,0.2626406
392,0.9440956115722656,0.9279755708412267,0.4720478057861328,-0.02649093
393,0.7626953125,0.6189002578168246,0.6149228952358972,0.5347721
